Conta: 
Titular: 
Data Inicial: 01/01/2020
Data Final: 12/04/2021

Subconta;Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Resultado;Resultado(%);Res. Operação;Res. Operação (%);Total;TET
 - ;WDOFUT;26/01/2021 11:33:53;26/01/2021 11:35:56;2min2s;1;1;V;5.421,27;5.414,25;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;4.037,36;29min49s
 - ;WDOFUT;26/01/2021 11:54:03;26/01/2021 12:11:36;17min33s;1;1;V;5.400,21;5.414,25;5.743,00;Não;140,45;14,04;140,45;14,04;4.177,81;20min10s
 - ;WDOFUT;26/01/2021 12:49:18;26/01/2021 13:03:18;14min;1;1;V;5.368,61;5.396,70;5.743,00;Não;280,90;28,09;280,90;28,09;4.458,70;55min14s
 - ;WDOFUT;26/01/2021 14:37:09;26/01/2021 14:40:03;2min53s;1;1;V;5.368,61;5.361,58;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;4.388,48;1h47min51s
 - ;WDOFUT;26/01/2021 14:51:17;26/01/2021 14:55:08;3min50s;1;1;V;5.365,09;5.361,58;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;4.353,37;14min7s
 - ;WDOFUT;26/01/2021 16:27:30;26/01/2021 16:38:35;11min5s;1;1;V;5.340,52;5.351,05;5.743,00;Não;105,34;10,53;105,34;10,53;4.458,70;1h36min12s
 - ;WDOFUT;27/01/2021 10:32:05;27/01/2021 10:37:42;5min37s;1;1;C;5.400,21;5.400,21;5.743,00;Sim;0;0;0;0;4.458,70;18h4min35s
 - ;WDOFUT;27/01/2021 10:55:06;27/01/2021 10:58:11;3min4s;1;1;V;5.386,16;5.382,65;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;4.423,59;23min1s
 - ;WDOFUT;27/01/2021 10:58:55;27/01/2021 11:04:26;5min30s;1;1;V;5.386,16;5.379,14;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;4.353,37;3min49s
 - ;WDOFUT;27/01/2021 11:29:35;27/01/2021 11:30:45;1min9s;1;1;V;5.389,67;5.382,65;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;4.283,15;30min39s
 - ;WDOFUT;27/01/2021 11:32:14;27/01/2021 11:35:00;2min45s;1;1;C;5.396,70;5.393,18;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;4.248,03;2min39s
 - ;WDOFUT;27/01/2021 12:01:51;27/01/2021 12:06:17;4min25s;1;1;V;5.393,18;5.400,21;5.743,00;Sim;70,22;7,02;70,22;7,02;4.318,26;29min36s
 - ;WDOFUT;27/01/2021 12:18:04;27/01/2021 12:18:35;30s;1;1;C;5.417,76;5.410,74;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;4.248,03;16min13s
 - ;WDOFUT;27/01/2021 12:20:37;27/01/2021 12:27:51;7min13s;1;1;V;5.396,70;5.396,70;5.743,00;Não;0;0;0;0;4.248,03;2min32s
 - ;WDOFUT;27/01/2021 12:38:16;27/01/2021 12:41:54;3min37s;1;1;C;5.410,74;5.414,25;5.743,00;Sim;35,11;3,51;35,11;3,51;4.283,15;17min38s
 - ;WDOFUT;27/01/2021 13:06:53;27/01/2021 13:25:22;18min29s;1;1;C;5.431,81;5.428,30;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;4.248,03;28min37s
 - ;WDOFUT;27/01/2021 13:49:44;27/01/2021 14:03:18;13min34s;1;1;C;5.431,81;5.428,30;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;4.212,92;42min50s
 - ;WDOFUT;27/01/2021 14:12:36;27/01/2021 14:21:29;8min52s;1;1;V;5.417,76;5.414,25;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;4.177,81;22min52s
 - ;WDOFUT;27/01/2021 14:40:13;27/01/2021 15:03:54;23min41s;1;1;V;5.403,72;5.410,74;5.743,00;Não;70,22;7,02;70,22;7,02;4.248,03;27min36s
 - ;WDOFUT;27/01/2021 15:59:41;27/01/2021 15:59:51;10s;1;1;C;5.421,27;5.414,25;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;4.177,81;1h19min27s
 - ;WDOFUT;27/01/2021 16:06:13;27/01/2021 16:25:30;19min17s;1;1;C;5.417,76;5.414,25;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;4.142,70;6min32s
 - ;WDOFUT;27/01/2021 16:32:37;27/01/2021 16:43:00;10min22s;1;1;C;5.421,27;5.417,76;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;4.107,58;26min23s
 - ;WDOFUT;28/01/2021 11:19:28;28/01/2021 11:28:03;8min35s;1;1;C;5.442,34;5.442,34;5.743,00;Não;0;0;0;0;4.107,58;18h46min51s
 - ;WDOFUT;28/01/2021 11:39:56;28/01/2021 11:41:24;1min27s;1;1;C;5.449,36;5.442,34;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;4.037,36;20min27s
 - ;WDOFUT;28/01/2021 11:43:01;28/01/2021 11:46:46;3min45s;1;1;V;5.424,78;5.431,81;5.743,00;Sim;70,22;7,02;70,22;7,02;4.107,58;3min5s
 - ;WDOFUT;28/01/2021 11:54:57;28/01/2021 11:56:05;1min8s;1;1;C;5.442,34;5.438,83;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;4.072,47;11min56s
 - ;WDOFUT;28/01/2021 11:58:56;28/01/2021 12:01:53;2min57s;1;1;C;5.449,36;5.449,36;5.743,00;Não;0;0;0;0;4.072,47;3min58s
 - ;WDOFUT;28/01/2021 12:11:57;28/01/2021 12:13:15;1min18s;1;1;C;5.449,36;5.442,34;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;4.002,25;13min
 - ;WDOFUT;28/01/2021 12:14:03;28/01/2021 12:25:07;11min4s;1;1;V;5.438,83;5.438,83;5.743,00;Sim;0;0;0;0;4.002,25;2min6s
 - ;WDOFUT;28/01/2021 12:30:18;28/01/2021 12:36:23;6min4s;1;1;C;5.449,36;5.449,36;5.743,00;Sim;0;0;0;0;4.002,25;16min15s
 - ;WDOFUT;28/01/2021 12:40:49;28/01/2021 12:41:26;37s;1;1;C;5.456,39;5.473,94;5.743,00;Não;175,56;17,56;175,56;17,56;4.177,81;10min30s
 - ;WDOFUT;28/01/2021 12:53:14;28/01/2021 12:57:57;4min43s;1;1;V;5.449,36;5.449,36;5.743,00;Sim;0;0;0;0;4.177,81;12min24s
 - ;WDOFUT;28/01/2021 13:09:01;28/01/2021 13:13:54;4min53s;1;1;V;5.445,85;5.449,36;5.743,00;Não;35,11;3,51;35,11;3,51;4.212,92;15min46s
 - ;WDOFUT;28/01/2021 13:25:06;28/01/2021 13:38:32;13min26s;1;1;V;5.442,34;5.438,83;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;4.177,81;16min5s
 - ;WDOFUT;28/01/2021 13:41:31;28/01/2021 13:46:39;5min7s;1;1;V;5.442,34;5.435,32;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;4.107,58;16min25s
 - ;WDOFUT;28/01/2021 13:50:59;28/01/2021 13:53:36;2min37s;1;1;V;5.421,27;5.431,81;5.743,00;Não;105,34;10,53;105,34;10,53;4.212,92;9min28s
 - ;WDOFUT;28/01/2021 15:12:37;28/01/2021 15:22:43;10min5s;1;1;C;5.442,34;5.435,32;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;4.142,70;1h21min38s
 - ;WDOFUT;28/01/2021 15:32:38;28/01/2021 15:57:59;25min21s;1;1;C;5.442,34;5.452,87;5.743,00;Sim;105,34;10,53;105,34;10,53;4.248,03;20min
 - ;WDOFUT;29/01/2021 11:13:15;29/01/2021 11:17:00;3min45s;1;1;V;5.487,46;5.483,96;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;4.212,95;19h40min37s
 - ;WDOFUT;29/01/2021 11:32:03;29/01/2021 11:34:38;2min34s;1;1;C;5.508,52;5.501,50;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.142,78;18min48s
 - ;WDOFUT;29/01/2021 12:26:14;29/01/2021 12:48:29;22min14s;1;1;C;5.508,52;5.508,52;5.743,00;Sim;0;0;0;0;4.142,78;54min11s
 - ;WDOFUT;29/01/2021 12:54:42;29/01/2021 13:02:04;7min21s;1;1;V;5.480,45;5.494,48;5.743,00;Sim;140,34;14,03;140,34;14,03;4.283,12;28min28s
 - ;WDOFUT;29/01/2021 13:31:42;29/01/2021 13:33:51;2min8s;1;1;V;5.480,45;5.473,43;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.212,95;36min59s
 - ;WDOFUT;29/01/2021 13:53:22;29/01/2021 14:11:02;17min39s;1;1;V;5.466,41;5.473,43;5.743,00;Sim;70,17;7,02;70,17;7,02;4.283,12;21min39s
 - ;WDOFUT;29/01/2021 14:38:01;29/01/2021 14:42:36;4min34s;1;1;C;5.483,96;5.487,46;5.743,00;Sim;35,09;3,51;35,09;3,51;4.318,21;44min39s
 - ;WDOFUT;29/01/2021 15:05:14;29/01/2021 15:20:44;15min30s;1;1;C;5.494,48;5.497,99;5.743,00;Não;35,09;3,51;35,09;3,51;4.353,29;27min12s
 - ;WDOFUT;29/01/2021 15:49:14;29/01/2021 15:52:23;3min8s;1;1;C;5.497,99;5.490,97;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.283,12;44min
 - ;WDOFUT;29/01/2021 16:01:33;29/01/2021 16:10:23;8min50s;1;1;V;5.490,97;5.483,96;5.743,00;Sim;-70,17;-7,02;-70,17;-7,02;4.212,95;12min18s
 - ;WDOFUT;29/01/2021 16:27:52;29/01/2021 16:42:50;14min58s;1;1;C;5.497,99;5.490,97;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.142,77;26min19s
 - ;WDOFUT;29/01/2021 17:01:31;29/01/2021 17:01:37;5s;1;1;V;5.480,45;5.483,96;5.743,00;Não;35,09;3,51;35,09;3,51;4.177,86;33min39s
 - ;WDOFUT;01/02/2021 11:32:35;01/02/2021 11:33:27;52s;1;1;C;5.480,45;5.476,94;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;4.142,77;2d18h
 - ;WDOFUT;01/02/2021 11:47:25;01/02/2021 11:50:13;2min48s;1;1;C;5.483,96;5.490,97;5.743,00;Não;70,17;7,02;70,17;7,02;4.212,95;14min50s
 - ;WDOFUT;01/02/2021 12:22:16;01/02/2021 12:29:56;7min40s;1;1;V;5.473,43;5.473,43;5.743,00;Não;0;0;0;0;4.212,95;34min50s
 - ;WDOFUT;01/02/2021 12:49:03;01/02/2021 12:57:39;8min36s;1;1;C;5.490,97;5.494,48;5.743,00;Não;35,09;3,51;35,09;3,51;4.248,03;26min47s
 - ;WDOFUT;01/02/2021 13:17:52;01/02/2021 13:31:31;13min39s;1;1;V;5.480,45;5.480,45;5.743,00;Sim;0;0;0;0;4.248,03;28min48s
 - ;WDOFUT;01/02/2021 13:40:18;01/02/2021 13:43:54;3min35s;1;1;V;5.480,45;5.473,43;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.177,86;22min26s
 - ;WDOFUT;01/02/2021 14:49:44;01/02/2021 14:54:42;4min57s;1;1;V;5.480,45;5.476,94;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;4.142,78;1h9min25s
 - ;WDOFUT;01/02/2021 15:02:27;01/02/2021 15:04:30;2min3s;1;1;V;5.469,92;5.469,92;5.743,00;Não;0;0;0;0;4.142,78;12min42s
 - ;WDOFUT;01/02/2021 15:20:05;01/02/2021 15:34:04;13min59s;1;1;V;5.466,41;5.462,90;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;4.107,69;17min38s
 - ;WDOFUT;01/02/2021 15:43:43;01/02/2021 15:55:52;12min9s;1;1;C;5.483,96;5.476,94;5.743,00;Sim;-70,17;-7,02;-70,17;-7,02;4.037,52;23min37s
 - ;WDOFUT;01/02/2021 16:24:06;01/02/2021 16:58:50;34min43s;1;1;V;5.466,41;5.466,41;5.743,00;Sim;0;0;0;0;4.037,52;40min23s
 - ;WDOFUT;02/02/2021 10:42:58;02/02/2021 10:52:16;9min17s;1;1;V;5.403,26;5.406,77;5.743,00;Não;35,09;3,51;35,09;3,51;4.072,60;18h18min52s
 - ;WDOFUT;02/02/2021 11:28:06;02/02/2021 11:39:48;11min42s;1;1;V;5.385,71;5.389,22;5.743,00;Não;35,09;3,51;35,09;3,51;4.107,69;45min7s
 - ;WDOFUT;02/02/2021 11:59:06;02/02/2021 12:06:58;7min51s;1;1;C;5.417,29;5.410,27;5.743,00;Sim;-70,17;-7,02;-70,17;-7,02;4.037,52;31min
 - ;WDOFUT;02/02/2021 12:53:19;02/02/2021 12:59:15;5min56s;1;1;V;5.378,70;5.382,21;5.743,00;Não;35,09;3,51;35,09;3,51;4.072,60;54min12s
 - ;WDOFUT;02/02/2021 14:06:38;02/02/2021 14:16:36;9min57s;1;1;V;5.371,68;5.371,68;5.743,00;Não;0;0;0;0;4.072,60;1h13min19s
 - ;WDOFUT;02/02/2021 14:30:45;02/02/2021 14:34:25;3min39s;1;1;V;5.368,17;5.368,17;5.743,00;Não;0;0;0;0;4.072,60;24min6s
 - ;WDOFUT;03/02/2021 10:35:52;03/02/2021 10:55:46;19min53s;1;1;V;5.347,12;5.350,63;5.743,00;Não;35,09;3,51;35,09;3,51;4.107,69;20h5min6s
 - ;WDOFUT;03/02/2021 12:12:03;03/02/2021 12:23:15;11min11s;1;1;C;5.364,66;5.392,73;5.743,00;Sim;280,69;28,07;280,69;28,07;4.388,38;1h36min11s
 - ;WDOFUT;03/02/2021 13:04:24;03/02/2021 13:19:33;15min8s;1;1;V;5.375,19;5.375,19;5.743,00;Sim;0;0;0;0;4.388,38;52min20s
 - ;WDOFUT;03/02/2021 14:33:48;03/02/2021 14:44:50;11min2s;1;1;C;5.382,21;5.378,70;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;4.353,29;1h29min23s
 - ;WDOFUT;03/02/2021 15:06:45;03/02/2021 15:19:44;12min58s;1;1;C;5.389,22;5.392,73;5.743,00;Não;35,09;3,51;35,09;3,51;4.388,38;32min56s
 - ;WDOFUT;04/02/2021 10:40:10;04/02/2021 10:41:13;1min3s;1;1;V;5.382,21;5.375,19;5.743,00;Sim;-70,17;-7,02;-70,17;-7,02;4.318,21;19h33min24s
 - ;WDOFUT;04/02/2021 11:13:55;04/02/2021 11:15:40;1min44s;1;1;C;5.392,73;5.389,22;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;4.283,12;33min45s
 - ;WDOFUT;04/02/2021 11:18:04;04/02/2021 11:27:36;9min32s;1;1;C;5.396,24;5.392,73;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;4.248,03;4min8s
 - ;WDOFUT;04/02/2021 12:16:17;04/02/2021 12:17:45;1min28s;1;1;C;5.427,82;5.420,80;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.177,86;58min12s
 - ;WDOFUT;04/02/2021 12:28:34;04/02/2021 12:35:32;6min57s;1;1;C;5.431,33;5.434,83;5.743,00;Não;35,09;3,51;35,09;3,51;4.212,95;12min17s
 - ;WDOFUT;04/02/2021 14:10:42;04/02/2021 14:49:25;38min42s;1;1;C;5.445,36;5.441,85;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;4.177,86;1h42min8s
 - ;WDOFUT;05/02/2021 11:05:16;05/02/2021 11:06:24;1min8s;1;1;V;5.406,77;5.403,26;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;4.142,78;20h54min33s
 - ;WDOFUT;05/02/2021 11:25:20;05/02/2021 11:54:32;29min11s;1;1;V;5.385,71;5.403,26;5.743,00;Sim;175,43;17,54;175,43;17,54;4.318,21;20min4s
 - ;WDOFUT;05/02/2021 13:02:52;05/02/2021 13:09:52;7min;1;1;V;5.371,68;5.364,66;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.248,03;1h37min31s
 - ;WDOFUT;05/02/2021 13:35:50;05/02/2021 13:37:18;1min28s;1;1;V;5.368,17;5.361,15;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.177,86;32min57s
 - ;WDOFUT;08/02/2021 10:55:39;08/02/2021 11:04:54;9min14s;1;1;V;5.413,78;5.410,27;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;4.142,77;2d21h
 - ;WDOFUT;08/02/2021 11:10:07;08/02/2021 11:18:20;8min12s;1;1;V;5.403,26;5.406,77;5.743,00;Não;35,09;3,51;35,09;3,51;4.177,86;14min27s
 - ;WDOFUT;09/02/2021 12:03:07;09/02/2021 12:09:00;5min52s;1;1;C;5.438,34;5.438,34;5.743,00;Sim;0;0;0;0;4.177,86;1d
 - ;WDOFUT;09/02/2021 12:16:07;09/02/2021 12:44:13;28min5s;1;1;C;5.441,85;5.452,38;5.743,00;Não;105,26;10,53;105,26;10,53;4.283,12;13min
 - ;WDOFUT;09/02/2021 14:11:03;09/02/2021 14:11:45;41s;1;1;V;5.413,78;5.431,33;5.743,00;Sim;175,43;17,54;175,43;17,54;4.458,55;1h54min55s
 - ;WDOFUT;09/02/2021 14:48:11;09/02/2021 15:03:20;15min9s;1;1;V;5.375,19;5.399,75;5.743,00;Não;245,60;24,56;245,60;24,56;4.704,15;37min8s
 - ;WDOFUT;10/02/2021 10:31:17;10/02/2021 10:35:03;3min46s;1;1;V;5.413,78;5.410,27;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;4.669,06;19h43min5s
 - ;WDOFUT;10/02/2021 10:55:48;10/02/2021 10:57:51;2min2s;1;1;V;5.417,29;5.410,27;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.598,89;24min31s
 - ;WDOFUT;10/02/2021 11:05:43;10/02/2021 11:16:20;10min36s;1;1;V;5.406,77;5.410,27;5.743,00;Não;35,09;3,51;35,09;3,51;4.633,98;9min54s
 - ;WDOFUT;10/02/2021 11:29:27;10/02/2021 11:32:37;3min9s;1;1;V;5.410,27;5.403,26;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.563,80;23min44s
 - ;WDOFUT;10/02/2021 11:34:57;10/02/2021 11:36:02;1min5s;1;1;C;5.420,80;5.413,78;5.743,00;Sim;-70,17;-7,02;-70,17;-7,02;4.493,63;5min30s
 - ;WDOFUT;10/02/2021 11:46:01;10/02/2021 11:57:52;11min50s;1;1;V;5.410,27;5.406,77;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;4.458,55;11min3s
 - ;WDOFUT;10/02/2021 12:08:01;10/02/2021 12:14:09;6min8s;1;1;V;5.399,75;5.403,26;5.743,00;Não;35,09;3,51;35,09;3,51;4.493,63;21min59s
 - ;WDOFUT;10/02/2021 12:21:10;10/02/2021 12:24:51;3min40s;1;1;C;5.417,29;5.417,29;5.743,00;Sim;0;0;0;0;4.493,63;13min9s
 - ;WDOFUT;10/02/2021 12:34:14;10/02/2021 12:35:59;1min45s;1;1;C;5.417,29;5.410,27;5.743,00;Não;-70,17;-7,02;-70,17;-7,02;4.423,46;13min3s
 - ;WDOFUT;10/02/2021 12:42:40;10/02/2021 12:47:18;4min37s;1;1;C;5.417,29;5.420,80;5.743,00;Não;35,09;3,51;35,09;3,51;4.458,54;8min25s
 - ;WDOFUT;10/02/2021 12:54:01;10/02/2021 13:00:02;6min;1;1;V;5.403,26;5.403,26;5.743,00;Sim;0;0;0;0;4.458,54;11min21s
