Conta: 
Titular: 
Data Inicial: 01/01/2020
Data Final: 12/04/2021

Subconta;Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Resultado;Resultado(%);Res. Operação;Res. Operação (%);Total;TET
 - ;WDOFUT;16/11/2020 11:46:24;16/11/2020 11:59:03;12min38s;1;1;C;5.442,30;5.456,34;5.743,00;Não;140,36;14,04;140,36;14,04;140,36; - 
 - ;WDOFUT;16/11/2020 13:02:07;16/11/2020 13:30:48;28min41s;1;1;V;5.442,30;5.438,79;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;105,27;1h15min42s
 - ;WDOFUT;16/11/2020 14:46:00;16/11/2020 14:57:52;11min51s;1;1;C;5.445,81;5.449,32;5.743,00;Não;35,09;3,51;35,09;3,51;140,36;1h43min53s
 - ;WDOFUT;16/11/2020 15:35:07;16/11/2020 15:37:14;2min7s;1;1;V;5.438,79;5.431,77;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;70,18;49min6s
 - ;WDOFUT;16/11/2020 15:38:19;16/11/2020 15:40:26;2min7s;1;1;V;5.435,28;5.431,77;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;35,09;3min11s
 - ;WDOFUT;16/11/2020 15:44:42;16/11/2020 15:54:55;10min13s;1;1;C;5.445,81;5.452,83;5.743,00;Não;70,18;7,02;70,18;7,02;105,27;6min23s
 - ;WDOFUT;17/11/2020 10:49:01;17/11/2020 10:50:34;1min33s;1;1;V;5.417,74;5.410,72;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;35,09;19h4min19s
 - ;WDOFUT;17/11/2020 11:11:27;17/11/2020 11:20:52;9min24s;1;1;V;5.424,76;5.417,74;5.743,00;Sim;-70,18;-7,02;-70,18;-7,02;-35,09;22min25s
 - ;WDOFUT;17/11/2020 11:31:01;17/11/2020 11:37:07;6min6s;1;1;V;5.421,25;5.414,23;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;-105,27;19min33s
 - ;WDOFUT;17/11/2020 11:57:26;17/11/2020 12:03:02;5min36s;1;1;V;5.414,23;5.410,72;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;-140,36;26min24s
 - ;WDOFUT;17/11/2020 12:10:27;17/11/2020 12:36:18;25min50s;1;1;V;5.379,14;5.407,21;5.743,00;Não;280,71;28,07;280,71;28,07;140,36;13min1s
 - ;WDOFUT;18/11/2020 11:45:30;18/11/2020 11:47:39;2min8s;1;1;V;5.315,98;5.308,96;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;70,18;23h35min3s
 - ;WDOFUT;18/11/2020 11:53:28;18/11/2020 12:08:40;15min11s;1;1;V;5.298,44;5.305,45;5.743,00;Não;70,18;7,02;70,18;7,02;140,36;7min57s
 - ;WDOFUT;18/11/2020 12:41:31;18/11/2020 12:45:42;4min11s;1;1;C;5.319,49;5.312,47;5.743,00;Sim;-70,18;-7,02;-70,18;-7,02;70,18;48min3s
 - ;WDOFUT;18/11/2020 13:08:52;18/11/2020 13:37:39;28min47s;1;1;C;5.319,49;5.333,52;5.743,00;Sim;140,36;14,04;140,36;14,04;210,54;27min20s
 - ;WDOFUT;18/11/2020 14:53:58;18/11/2020 14:56:48;2min49s;1;1;C;5.330,02;5.323,00;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;140,36;1h45min6s
 - ;WDOFUT;18/11/2020 15:28:55;18/11/2020 15:35:30;6min35s;1;1;C;5.333,52;5.333,52;5.743,00;Não;0;0;0;0;140,36;34min57s
 - ;WDOFUT;18/11/2020 16:21:46;18/11/2020 16:33:25;11min38s;1;1;C;5.340,54;5.354,58;5.743,00;Não;140,36;14,04;140,36;14,04;280,71;52min50s
 - ;WDOFUT;19/11/2020 10:48:22;19/11/2020 11:13:02;24min39s;1;1;V;5.351,07;5.365,10;5.743,00;Sim;140,36;14,04;140,36;14,04;421,07;18h26min36s
 - ;WDOFUT;19/11/2020 11:41:37;19/11/2020 11:51:05;9min28s;1;1;V;5.347,56;5.347,56;5.743,00;Não;0;0;0;0;421,07;53min14s
 - ;WDOFUT;19/11/2020 12:40:08;19/11/2020 12:54:08;14min;1;1;V;5.326,51;5.319,49;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;350,89;58min31s
 - ;WDOFUT;19/11/2020 13:19:42;19/11/2020 13:32:34;12min52s;1;1;V;5.323,00;5.319,49;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;315,80;39min33s
 - ;WDOFUT;19/11/2020 14:43:21;19/11/2020 14:57:02;13min41s;1;1;C;5.344,05;5.337,03;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;245,62;1h23min39s
 - ;WDOFUT;19/11/2020 15:51:49;19/11/2020 15:56:47;4min57s;1;1;V;5.326,51;5.319,49;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;175,45;1h8min28s
 - ;WDOFUT;19/11/2020 16:15:05;19/11/2020 16:19:32;4min27s;1;1;V;5.323,00;5.319,49;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;140,36;23min15s
 - ;WDOFUT;19/11/2020 16:48:10;19/11/2020 16:54:16;6min5s;1;1;V;5.326,51;5.319,49;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;70,18;33min5s
 - ;WDOFUT;20/11/2020 10:48:10;20/11/2020 11:06:42;18min31s;1;1;C;5.358,09;5.354,58;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;35,09;17h59min59s
 - ;WDOFUT;20/11/2020 14:47:22;20/11/2020 14:50:01;2min38s;1;1;C;5.400,19;5.393,18;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;-35,09;3h59min12s
 - ;WDOFUT;20/11/2020 15:44:00;20/11/2020 15:54:54;10min53s;1;1;C;5.396,68;5.393,18;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;-70,18;56min38s
 - ;WDOFUT;20/11/2020 16:49:42;20/11/2020 17:27:10;37min27s;1;1;C;5.400,19;5.407,21;5.743,00;Não;70,18;7,02;70,18;7,02;0,00;1h5min41s
 - ;WDOFUT;23/11/2020 10:41:04;23/11/2020 10:42:08;1min3s;1;1;V;5.368,61;5.361,60;5.743,00;Sim;-70,18;-7,02;-70,18;-7,02;-70,18;2d17h
 - ;WDOFUT;23/11/2020 10:44:34;23/11/2020 10:45:23;48s;1;1;V;5.368,61;5.365,10;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;-105,27;3min29s
 - ;WDOFUT;23/11/2020 11:07:42;23/11/2020 12:28:03;1h20min21s;1;1;C;5.375,63;5.442,30;5.743,00;Sim;666,69;66,67;666,69;66,67;561,43;23min7s
 - ;WDOFUT;23/11/2020 16:07:10;23/11/2020 16:14:53;7min43s;1;1;C;5.463,35;5.456,34;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;491,25;4h59min28s
 - ;WDOFUT;24/11/2020 11:31:03;24/11/2020 11:34:48;3min44s;1;1;V;5.403,70;5.396,68;5.743,00;Sim;-70,18;-7,02;-70,18;-7,02;421,07;19h23min53s
 - ;WDOFUT;24/11/2020 12:18:34;24/11/2020 12:21:41;3min7s;1;1;C;5.417,74;5.410,72;5.743,00;Sim;-70,18;-7,02;-70,18;-7,02;350,89;47min30s
 - ;WDOFUT;24/11/2020 12:40:04;24/11/2020 12:45:23;5min19s;1;1;V;5.403,70;5.400,19;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;315,80;21min29s
 - ;WDOFUT;24/11/2020 12:51:22;24/11/2020 12:54:50;3min28s;1;1;V;5.396,68;5.396,68;5.743,00;Não;0;0;0;0;315,80;11min18s
 - ;WDOFUT;24/11/2020 13:40:59;24/11/2020 13:44:37;3min37s;1;1;V;5.400,19;5.396,68;5.743,00;Sim;-35,09;-3,51;-35,09;-3,51;280,71;49min37s
 - ;WDOFUT;24/11/2020 14:39:25;24/11/2020 14:44:18;4min53s;1;1;C;5.410,72;5.410,72;5.743,00;Sim;0;0;0;0;280,71;58min25s
 - ;WDOFUT;24/11/2020 15:09:40;24/11/2020 15:42:28;32min48s;1;1;V;5.396,68;5.393,18;5.743,00;Não;-35,09;-3,51;-35,09;-3,51;245,62;30min15s
 - ;WDOFUT;24/11/2020 16:59:05;24/11/2020 17:47:56;48min51s;1;1;V;5.386,16;5.389,67;5.743,00;Não;35,09;3,51;35,09;3,51;280,71;1h49min24s
 - ;WDOFUT;25/11/2020 11:01:37;25/11/2020 11:07:17;5min39s;1;1;V;5.372,12;5.365,10;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;210,54;18h2min32s
 - ;WDOFUT;25/11/2020 11:18:31;25/11/2020 11:56:42;38min11s;1;1;V;5.337,03;5.365,10;5.743,00;Sim;280,71;28,07;280,71;28,07;491,25;16min53s
 - ;WDOFUT;25/11/2020 13:51:05;25/11/2020 13:54:47;3min41s;1;1;V;5.340,54;5.333,52;5.743,00;Não;-70,18;-7,02;-70,18;-7,02;421,07;2h32min34s
 - ;WDOFUT;25/11/2020 14:57:49;25/11/2020 15:27:53;30min4s;1;1;V;5.326,51;5.333,52;5.743,00;Não;70,18;7,02;70,18;7,02;491,25;1h6min43s
 - ;WDOFUT;26/11/2020 11:03:00;26/11/2020 11:39:09;36min8s;1;1;V;5.333,52;5.344,05;5.743,00;Sim;105,27;10,53;105,27;10,53;596,51;20h5min11s
 - ;WDOFUT;26/11/2020 16:16:16;26/11/2020 17:01:15;44min58s;1;1;C;5.340,54;5.344,05;5.743,00;Sim;35,09;3,51;35,09;3,51;631,60;5h13min16s
 - ;WDOFUT;27/11/2020 11:39:22;27/11/2020 13:02:21;1h22min58s;1;1;V;5.344,05;5.358,09;5.743,00;Sim;140,36;14,04;140,36;14,04;771,96;19h23min6s
 - ;WDOFUT;27/11/2020 14:28:14;27/11/2020 14:58:52;30min38s;1;1;C;5.365,10;5.365,10;5.743,00;Não;0;0;0;0;771,96;2h48min51s
 - ;WDOFUT;27/11/2020 15:40:35;27/11/2020 16:03:48;23min12s;1;1;V;5.344,05;5.351,07;5.743,00;Não;70,18;7,02;70,18;7,02;842,14;1h12min21s
 - ;WDOFUT;30/11/2020 10:57:16;30/11/2020 11:00:23;3min6s;1;1;C;5.334,01;5.326,98;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;771,91;2d19h
 - ;WDOFUT;30/11/2020 11:00:53;30/11/2020 11:10:19;9min25s;1;1;V;5.319,96;5.319,96;5.743,00;Não;0;0;0;0;771,91;3min36s
 - ;WDOFUT;30/11/2020 11:40:39;30/11/2020 11:46:14;5min35s;1;1;C;5.330,49;5.326,98;5.743,00;Sim;-35,12;-3,51;-35,12;-3,51;736,79;39min45s
 - ;WDOFUT;30/11/2020 12:03:31;30/11/2020 12:29:48;26min17s;1;1;C;5.330,49;5.351,56;5.743,00;Não;210,69;21,07;210,69;21,07;947,48;22min52s
 - ;WDOFUT;30/11/2020 12:57:39;30/11/2020 13:02:50;5min10s;1;1;C;5.383,17;5.407,75;5.743,00;Não;245,81;24,58;245,81;24,58;1.193,29;54min8s
 - ;WDOFUT;30/11/2020 14:22:45;30/11/2020 14:30:59;8min14s;1;1;C;5.407,75;5.400,72;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.123,06;1h25min5s
 - ;WDOFUT;30/11/2020 15:31:53;30/11/2020 15:56:38;24min44s;1;1;V;5.379,65;5.376,14;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;1.087,94;1h9min8s
 - ;WDOFUT;01/12/2020 10:56:39;01/12/2020 11:01:09;4min30s;1;1;V;5.305,91;5.312,94;5.743,00;Não;70,23;7,02;70,23;7,02;1.158,17;19h24min45s
 - ;WDOFUT;01/12/2020 11:38:06;01/12/2020 11:56:46;18min40s;1;1;V;5.288,36;5.288,36;5.743,00;Não;0;0;0;0;1.158,17;41min26s
 - ;WDOFUT;01/12/2020 13:14:01;01/12/2020 13:19:35;5min33s;1;1;V;5.270,80;5.270,80;5.743,00;Não;0;0;0;0;1.158,17;1h35min55s
 - ;WDOFUT;01/12/2020 15:40:46;01/12/2020 15:41:34;47s;1;1;V;5.253,24;5.260,26;5.743,00;Não;70,23;7,02;70,23;7,02;1.228,40;2h26min45s
 - ;WDOFUT;02/12/2020 10:48:26;02/12/2020 10:52:00;3min33s;1;1;C;5.253,24;5.249,73;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;1.193,29;19h7min40s
 - ;WDOFUT;02/12/2020 11:23:51;02/12/2020 11:37:05;13min13s;1;1;C;5.253,24;5.256,75;5.743,00;Não;35,11;3,51;35,11;3,51;1.228,40;35min24s
 - ;WDOFUT;02/12/2020 11:55:58;02/12/2020 11:58:10;2min11s;1;1;C;5.260,26;5.253,24;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.158,17;32min7s
 - ;WDOFUT;02/12/2020 12:52:39;02/12/2020 12:54:23;1min44s;1;1;C;5.256,75;5.249,73;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.087,94;56min40s
 - ;WDOFUT;02/12/2020 13:38:14;02/12/2020 13:45:37;7min22s;1;1;V;5.249,73;5.242,71;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.017,71;45min35s
 - ;WDOFUT;02/12/2020 13:54:40;02/12/2020 14:18:51;24min10s;1;1;C;5.253,24;5.253,24;5.743,00;Sim;0;0;0;0;1.017,71;16min25s
 - ;WDOFUT;02/12/2020 15:16:35;02/12/2020 15:55:17;38min42s;1;1;C;5.256,75;5.260,26;5.743,00;Não;35,12;3,51;35,12;3,51;1.052,83;1h21min55s
 - ;WDOFUT;03/12/2020 11:15:20;03/12/2020 11:34:33;19min12s;1;1;V;5.186,52;5.186,52;5.743,00;Não;0;0;0;0;1.052,83;19h58min45s
 - ;WDOFUT;04/12/2020 10:40:34;04/12/2020 10:43:19;2min45s;1;1;V;5.168,96;5.161,94;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;982,60;23h25min13s
 - ;WDOFUT;04/12/2020 10:47:22;04/12/2020 11:00:34;13min11s;1;1;C;5.179,50;5.186,52;5.743,00;Sim;70,23;7,02;70,23;7,02;1.052,83;6min48s
 - ;WDOFUT;04/12/2020 11:52:47;04/12/2020 12:15:26;22min38s;1;1;C;5.183,01;5.193,54;5.743,00;Não;105,35;10,53;105,35;10,53;1.158,17;1h5min24s
 - ;WDOFUT;04/12/2020 13:07:22;04/12/2020 13:12:17;4min55s;1;1;V;5.186,52;5.179,50;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.087,94;1h14min34s
 - ;WDOFUT;04/12/2020 13:23:47;04/12/2020 13:33:04;9min17s;1;1;C;5.193,54;5.186,52;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.017,71;16min24s
 - ;WDOFUT;04/12/2020 13:35:02;04/12/2020 13:55:58;20min56s;1;1;V;5.179,50;5.179,50;5.743,00;Sim;0;0;0;0;1.017,71;11min15s
 - ;WDOFUT;04/12/2020 15:10:16;04/12/2020 15:19:04;8min47s;1;1;V;5.168,96;5.175,99;5.743,00;Não;70,23;7,02;70,23;7,02;1.087,94;1h35min14s
 - ;WDOFUT;07/12/2020 12:26:11;07/12/2020 12:28:02;1min50s;1;1;V;5.119,80;5.112,78;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.017,71;2d21h
 - ;WDOFUT;07/12/2020 12:41:47;07/12/2020 13:35:58;54min11s;1;1;V;5.084,69;5.109,27;5.743,00;Não;245,81;24,58;245,81;24,58;1.263,52;15min35s
 - ;WDOFUT;08/12/2020 10:44:43;08/12/2020 10:46:31;1min47s;1;1;V;5.119,80;5.112,78;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.193,29;22h2min56s
 - ;WDOFUT;08/12/2020 10:47:31;08/12/2020 11:00:01;12min29s;1;1;C;5.126,83;5.126,83;5.743,00;Sim;0;0;0;0;1.193,29;2min47s
 - ;WDOFUT;08/12/2020 11:12:02;08/12/2020 11:19:24;7min22s;1;1;V;5.109,27;5.112,78;5.743,00;Sim;35,12;3,51;35,12;3,51;1.228,41;24min30s
 - ;WDOFUT;08/12/2020 11:37:46;08/12/2020 11:40:37;2min51s;1;1;V;5.116,29;5.109,27;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.158,18;25min43s
 - ;WDOFUT;08/12/2020 12:01:10;08/12/2020 12:15:14;14min3s;1;1;V;5.109,27;5.109,27;5.743,00;Não;0;0;0;0;1.158,18;23min24s
 - ;WDOFUT;08/12/2020 12:31:48;08/12/2020 12:50:38;18min49s;1;1;V;5.091,71;5.102,24;5.743,00;Não;105,35;10,53;105,35;10,53;1.263,52;30min38s
 - ;WDOFUT;08/12/2020 14:16:37;08/12/2020 14:20:57;4min20s;1;1;C;5.112,78;5.105,76;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.193,29;1h44min49s
 - ;WDOFUT;08/12/2020 14:27:12;08/12/2020 15:09:57;42min44s;1;1;C;5.112,78;5.130,34;5.743,00;Não;175,58;17,56;175,58;17,56;1.368,87;10min35s
 - ;WDOFUT;09/12/2020 10:41:55;09/12/2020 10:55:17;13min21s;1;1;V;5.126,83;5.123,31;5.743,00;Sim;-35,12;-3,51;-35,12;-3,51;1.333,75;20h14min42s
 - ;WDOFUT;09/12/2020 10:59:49;09/12/2020 11:07:17;7min28s;1;1;V;5.119,80;5.116,29;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;1.298,64;17min53s
 - ;WDOFUT;09/12/2020 11:43:23;09/12/2020 11:50:19;6min55s;1;1;V;5.123,31;5.116,29;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.228,41;43min33s
 - ;WDOFUT;09/12/2020 11:59:45;09/12/2020 12:02:55;3min9s;1;1;V;5.116,29;5.112,78;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;1.193,29;16min22s
 - ;WDOFUT;09/12/2020 12:13:10;09/12/2020 12:17:43;4min33s;1;1;C;5.130,34;5.123,31;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.123,06;13min24s
 - ;WDOFUT;09/12/2020 12:24:43;09/12/2020 12:32:38;7min54s;1;1;C;5.130,34;5.123,31;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.052,83;11min33s
 - ;WDOFUT;09/12/2020 12:37:04;09/12/2020 12:59:23;22min18s;1;1;C;5.133,85;5.140,87;5.743,00;Não;70,23;7,02;70,23;7,02;1.123,06;12min20s
 - ;WDOFUT;09/12/2020 15:18:05;09/12/2020 16:03:23;45min17s;1;1;C;5.186,52;5.207,59;5.743,00;Não;210,69;21,07;210,69;21,07;1.333,75;2h41min
 - ;WDOFUT;10/12/2020 11:45:35;10/12/2020 11:46:24;49s;1;1;V;5.119,80;5.112,78;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.263,52;20h27min29s
 - ;WDOFUT;10/12/2020 15:58:42;10/12/2020 16:35:17;36min35s;1;1;V;5.056,59;5.060,11;5.743,00;Não;35,12;3,51;35,12;3,51;1.298,63;4h13min7s
 - ;WDOFUT;11/12/2020 11:13:07;11/12/2020 11:15:06;1min59s;1;1;C;5.102,24;5.095,22;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.228,40;19h14min24s
 - ;WDOFUT;11/12/2020 11:44:05;11/12/2020 11:46:27;2min22s;1;1;C;5.102,24;5.095,22;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.158,17;30min58s
 - ;WDOFUT;11/12/2020 12:17:48;11/12/2020 12:28:13;10min25s;1;1;V;5.067,13;5.081,18;5.743,00;Sim;140,46;14,05;140,46;14,05;1.298,63;33min42s
 - ;WDOFUT;11/12/2020 12:56:11;11/12/2020 12:58:19;2min8s;1;1;C;5.084,69;5.077,66;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.228,40;38min22s
 - ;WDOFUT;11/12/2020 13:07:14;11/12/2020 13:09:25;2min10s;1;1;V;5.070,64;5.067,13;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;1.193,29;11min3s
 - ;WDOFUT;11/12/2020 13:15:29;11/12/2020 13:21:37;6min8s;1;1;V;5.056,59;5.060,11;5.743,00;Não;35,12;3,51;35,12;3,51;1.228,40;8min15s
 - ;WDOFUT;11/12/2020 13:58:06;11/12/2020 14:15:40;17min34s;1;1;C;5.074,15;5.067,13;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.158,17;42min36s
 - ;WDOFUT;11/12/2020 14:22:24;11/12/2020 14:41:22;18min58s;1;1;C;5.074,15;5.067,13;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.087,94;24min18s
 - ;WDOFUT;11/12/2020 14:55:17;11/12/2020 15:10:27;15min9s;1;1;C;5.077,66;5.084,69;5.743,00;Não;70,23;7,02;70,23;7,02;1.158,17;32min53s
 - ;WDOFUT;11/12/2020 15:45:36;11/12/2020 15:59:15;13min38s;1;1;C;5.081,18;5.077,66;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;1.123,06;50min19s
 - ;WDOFUT;11/12/2020 16:15:57;11/12/2020 16:22:54;6min56s;1;1;C;5.084,69;5.077,66;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.052,82;30min20s
 - ;WDOFUT;11/12/2020 16:50:57;11/12/2020 16:56:33;5min36s;1;1;V;5.063,62;5.067,13;5.743,00;Sim;35,11;3,51;35,11;3,51;1.087,94;34min59s
 - ;WDOFUT;14/12/2020 10:51:54;14/12/2020 11:00:19;8min25s;1;1;V;5.042,55;5.035,53;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.017,71;2d18h
 - ;WDOFUT;14/12/2020 11:19:47;14/12/2020 11:39:54;20min6s;1;1;C;5.053,08;5.067,13;5.743,00;Sim;140,46;14,05;140,46;14,05;1.158,17;27min53s
 - ;WDOFUT;14/12/2020 12:43:00;14/12/2020 12:45:03;2min2s;1;1;C;5.119,80;5.116,29;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;1.123,05;1h23min12s
 - ;WDOFUT;14/12/2020 13:26:50;14/12/2020 13:43:55;17min5s;1;1;C;5.133,85;5.137,36;5.743,00;Não;35,12;3,51;35,12;3,51;1.158,17;43min50s
 - ;WDOFUT;14/12/2020 16:50:59;14/12/2020 17:18:11;27min12s;1;1;C;5.144,38;5.137,36;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.087,94;3h24min8s
 - ;WDOFUT;15/12/2020 10:37:50;15/12/2020 11:09:03;31min12s;1;1;V;5.102,24;5.109,27;5.743,00;Sim;70,23;7,02;70,23;7,02;1.158,17;17h46min51s
 - ;WDOFUT;15/12/2020 11:30:31;15/12/2020 11:38:32;8min;1;1;C;5.123,31;5.130,34;5.743,00;Sim;70,23;7,02;70,23;7,02;1.228,40;52min40s
 - ;WDOFUT;15/12/2020 12:52:08;15/12/2020 12:55:14;3min5s;1;1;V;5.126,83;5.119,80;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.158,17;1h21min37s
 - ;WDOFUT;15/12/2020 12:57:46;15/12/2020 13:26:24;28min37s;1;1;V;5.126,83;5.119,80;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.087,94;5min37s
 - ;WDOFUT;15/12/2020 13:29:30;15/12/2020 13:32:28;2min57s;1;1;V;5.119,80;5.119,80;5.743,00;Não;0;0;0;0;1.087,94;31min44s
 - ;WDOFUT;15/12/2020 14:30:25;15/12/2020 14:53:24;22min59s;1;1;V;5.112,78;5.112,78;5.743,00;Não;0;0;0;0;1.087,94;1h54s
 - ;WDOFUT;15/12/2020 15:40:47;15/12/2020 15:51:17;10min29s;1;1;V;5.105,76;5.105,76;5.743,00;Não;0;0;0;0;1.087,94;1h10min21s
 - ;WDOFUT;16/12/2020 10:57:20;16/12/2020 10:58:05;44s;1;1;V;5.119,80;5.112,78;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.017,71;19h16min33s
 - ;WDOFUT;16/12/2020 11:04:50;16/12/2020 11:27:06;22min15s;1;1;V;5.112,78;5.112,78;5.743,00;Sim;0;0;0;0;1.017,71;7min30s
 - ;WDOFUT;16/12/2020 12:09:45;16/12/2020 12:33:08;23min23s;1;1;C;5.123,31;5.126,83;5.743,00;Não;35,12;3,51;35,12;3,51;1.052,82;1h4min54s
 - ;WDOFUT;16/12/2020 15:14:21;16/12/2020 15:14:33;11s;1;1;C;5.154,92;5.151,41;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;1.017,71;3h4min36s
 - ;WDOFUT;16/12/2020 15:36:17;16/12/2020 15:53:38;17min20s;1;1;V;5.133,85;5.133,85;5.743,00;Sim;0;0;0;0;1.017,71;21min56s
 - ;WDOFUT;16/12/2020 16:38:05;16/12/2020 17:00:41;22min35s;1;1;V;5.119,80;5.130,34;5.743,00;Não;105,35;10,53;105,35;10,53;1.123,05;1h1min48s
 - ;WDOFUT;17/12/2020 11:47:49;17/12/2020 11:50:28;2min39s;1;1;V;5.077,66;5.070,64;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.052,82;19h9min43s
 - ;WDOFUT;17/12/2020 13:00:40;17/12/2020 13:09:38;8min57s;1;1;V;5.063,62;5.070,64;5.743,00;Não;70,23;7,02;70,23;7,02;1.123,06;1h12min51s
 - ;WDOFUT;18/12/2020 10:44:49;18/12/2020 11:06:47;21min57s;1;1;V;5.112,78;5.105,76;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.052,82;21h44min8s
 - ;WDOFUT;18/12/2020 11:11:50;18/12/2020 11:15:51;4min;1;1;V;5.112,78;5.105,76;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;982,59;27min1s
 - ;WDOFUT;18/12/2020 11:42:09;18/12/2020 11:49:10;7min;1;1;V;5.109,27;5.109,27;5.743,00;Sim;0;0;0;0;982,59;30min18s
 - ;WDOFUT;18/12/2020 12:07:37;18/12/2020 12:20:24;12min46s;1;1;V;5.098,73;5.105,76;5.743,00;Não;70,23;7,02;70,23;7,02;1.052,82;25min27s
 - ;WDOFUT;18/12/2020 13:12:40;18/12/2020 13:14:48;2min8s;1;1;C;5.116,29;5.116,29;5.743,00;Sim;0;0;0;0;1.052,82;1h5min2s
 - ;WDOFUT;18/12/2020 13:32:22;18/12/2020 13:35:36;3min14s;1;1;V;5.109,27;5.102,24;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;982,59;19min41s
 - ;WDOFUT;18/12/2020 13:41:50;18/12/2020 14:16:13;34min23s;1;1;V;5.105,76;5.102,24;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;947,48;9min28s
 - ;WDOFUT;18/12/2020 15:05:55;18/12/2020 15:15:40;9min45s;1;1;C;5.116,29;5.109,27;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;877,25;1h24min5s
 - ;WDOFUT;18/12/2020 15:56:14;18/12/2020 16:54:39;58min25s;1;1;V;5.098,73;5.102,24;5.743,00;Sim;35,11;3,51;35,11;3,51;912,36;50min18s
 - ;WDOFUT;21/12/2020 10:40:18;21/12/2020 10:44:31;4min12s;1;1;V;5.197,06;5.193,54;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;877,25;2d18h
 - ;WDOFUT;21/12/2020 10:58:53;21/12/2020 11:15:49;16min56s;1;1;V;5.175,99;5.190,03;5.743,00;Não;140,46;14,05;140,46;14,05;1.017,71;18min35s
 - ;WDOFUT;21/12/2020 11:54:10;21/12/2020 12:07:27;13min17s;1;1;V;5.172,48;5.168,96;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;982,59;55min16s
 - ;WDOFUT;21/12/2020 12:28:23;21/12/2020 12:39:00;10min36s;1;1;V;5.165,45;5.161,94;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;947,48;34min13s
