Conta: 
Titular: 
Data Inicial: 01/01/2021
Data Final: 31/03/2021

Subconta;Ativo;Abertura;Fechamento;Tempo Operação;Qtd;Lado;Preço Compra;Preço Venda;Médio;Resultado;Resultado(%);Total;TET
 - ;WDOFUT;22/03/2021 10:51:37;22/03/2021 11:01:24;9min47s;1;C;5.553,12;5.550,12;Não;-30,05;-3,01;6.826,26;13min15s
 - ;WDOFUT;22/03/2021 12:31:14;22/03/2021 12:43:44;12min29s;1;C;5.541,10;5.541,10;Sim;0;0;6.826,26;1h39min37s
 - ;WDOFUT;22/03/2021 14:06:21;22/03/2021 15:10:41;1h4min19s;1;V;5.520,07;5.532,09;Sim;120,20;12,02;6.946,46;1h35min6s
 - ;WDOFUT;22/03/2021 16:12:04;22/03/2021 16:25:51;13min46s;1;V;5.520,07;5.514,06;Não;-60,10;-6,01;6.886,36;2h5min42s
 - ;WDOFUT;22/03/2021 16:47:55;22/03/2021 17:25:08;37min12s;1;C;5.529,08;5.526,08;Sim;-30,05;-3,00;6.856,31;35min51s
 - ;WDOFUT;23/03/2021 09:15:05;23/03/2021 09:22:16;7min11s;1;C;5.553,12;5.553,12;Não;0;0;6.856,31;16h27min9s
 - ;WDOFUT;23/03/2021 09:29:32;23/03/2021 09:32:58;3min26s;1;C;5.556,13;5.550,12;Não;-60,10;-6,01;6.796,21;14min27s
 - ;WDOFUT;23/03/2021 09:37:06;23/03/2021 09:52:00;14min54s;1;V;5.529,08;5.538,10;Sim;90,15;9,01;6.886,36;7min33s
 - ;WDOFUT;23/03/2021 10:14:49;23/03/2021 10:25:25;10min35s;1;V;5.517,06;5.526,08;Não;90,15;9,01;6.976,51;37min43s
 - ;WDOFUT;23/03/2021 10:56:45;23/03/2021 11:04:36;7min50s;1;V;5.520,07;5.517,06;Não;-30,05;-3,01;6.946,46;41min55s
 - ;WDOFUT;23/03/2021 11:10:23;23/03/2021 11:12:53;2min30s;1;V;5.517,06;5.517,06;Sim;0;0;6.946,46;13min37s
 - ;WDOFUT;23/03/2021 11:15:45;23/03/2021 11:21:03;5min17s;1;V;5.517,06;5.511,05;Não;-60,10;-6,01;6.886,36;5min22s
 - ;WDOFUT;23/03/2021 11:48:00;23/03/2021 12:18:22;30min21s;1;V;5.496,03;5.514,06;Sim;180,30;18,03;7.066,65;32min14s
 - ;WDOFUT;23/03/2021 12:45:31;23/03/2021 13:02:34;17min3s;1;V;5.493,02;5.502,04;Não;90,15;9,01;7.156,80;57min30s
 - ;WDOFUT;23/03/2021 15:22:51;23/03/2021 15:34:19;11min27s;1;V;5.484,01;5.493,02;Não;90,15;9,01;7.246,95;2h37min20s
 - ;WDOFUT;23/03/2021 16:05:13;23/03/2021 16:40:02;34min49s;1;C;5.505,04;5.535,09;Sim;300,49;30,05;7.547,44;42min21s
 - ;WDOFUT;23/03/2021 17:03:40;23/03/2021 17:13:00;9min20s;1;C;5.529,08;5.532,09;Não;30,05;3,00;7.577,49;58min26s
 - ;WDOFUT;24/03/2021 09:14:21;24/03/2021 09:15:10;49s;1;V;5.520,07;5.514,06;Sim;-60,10;-6,01;7.517,39;16h10min40s
 - ;WDOFUT;24/03/2021 09:41:21;24/03/2021 09:48:44;7min23s;1;C;5.520,07;5.538,10;Sim;180,30;18,03;7.697,69;27min
 - ;WDOFUT;24/03/2021 09:59:39;24/03/2021 10:01:35;1min56s;1;V;5.529,08;5.523,07;Sim;-60,10;-6,01;7.637,59;18min18s
 - ;WDOFUT;24/03/2021 10:07:11;24/03/2021 10:09:12;2min;1;C;5.535,09;5.529,08;Não;-60,10;-6,01;7.577,49;7min32s
 - ;WDOFUT;24/03/2021 10:20:21;24/03/2021 10:25:42;5min21s;1;C;5.535,09;5.541,10;Não;60,10;6,01;7.637,59;13min9s
 - ;WDOFUT;24/03/2021 10:48:26;24/03/2021 10:56:27;8min1s;1;C;5.544,11;5.550,12;Não;60,10;6,01;7.697,69;28min5s
 - ;WDOFUT;24/03/2021 11:17:21;24/03/2021 11:28:58;11min37s;1;C;5.550,12;5.547,11;Não;-30,05;-3,00;7.667,64;28min54s
 - ;WDOFUT;24/03/2021 11:33:04;24/03/2021 11:35:47;2min43s;1;C;5.550,12;5.550,12;Sim;0;0;7.667,64;15min43s
 - ;WDOFUT;24/03/2021 11:58:46;24/03/2021 12:11:53;13min6s;1;V;5.535,09;5.538,10;Sim;30,05;3,00;7.697,69;25min42s
 - ;WDOFUT;24/03/2021 12:20:15;24/03/2021 12:22:41;2min26s;1;V;5.544,11;5.538,10;Sim;-60,10;-6,01;7.637,59;21min28s
 - ;WDOFUT;24/03/2021 12:30:22;24/03/2021 12:45:10;14min47s;1;C;5.553,12;5.565,14;Não;120,20;12,02;7.757,79;10min7s
 - ;WDOFUT;24/03/2021 13:59:06;24/03/2021 14:47:28;48min22s;1;C;5.574,16;5.589,18;Não;150,25;15,02;7.908,03;1h28min43s
 - ;WDOFUT;25/03/2021 09:27:37;25/03/2021 09:28:33;55s;1;C;5.664,30;5.661,30;Não;-30,05;-3,00;7.877,98;19h28min31s
 - ;WDOFUT;25/03/2021 09:35:26;25/03/2021 09:43:31;8min5s;1;C;5.673,32;5.685,34;Não;120,20;12,02;7.998,18;7min48s
 - ;WDOFUT;25/03/2021 09:50:29;25/03/2021 09:55:57;5min28s;1;C;5.682,33;5.682,33;Não;0;0;7.998,18;15min2s
 - ;WDOFUT;25/03/2021 10:55:21;25/03/2021 11:04:02;8min40s;1;V;5.652,28;5.655,29;Sim;30,05;3,00;8.028,23;1h4min52s
 - ;WDOFUT;25/03/2021 11:12:17;25/03/2021 11:14:35;2min18s;1;V;5.664,30;5.658,29;Sim;-60,10;-6,01;7.968,13;16min55s
 - ;WDOFUT;25/03/2021 11:15:23;25/03/2021 11:17:30;2min6s;1;C;5.670,31;5.667,31;Sim;-30,05;-3,00;7.938,08;3min6s
 - ;WDOFUT;25/03/2021 11:19:00;25/03/2021 11:20:11;1min10s;1;C;5.670,31;5.664,30;Não;-60,10;-6,01;7.877,98;3min36s
 - ;WDOFUT;25/03/2021 11:21:03;25/03/2021 11:26:52;5min49s;1;V;5.658,29;5.661,30;Sim;30,05;3,01;7.908,03;2min3s
 - ;WDOFUT;25/03/2021 11:58:15;25/03/2021 12:02:05;3min50s;1;V;5.658,29;5.652,28;Não;-60,10;-6,01;7.847,94;37min11s
 - ;WDOFUT;25/03/2021 12:15:22;25/03/2021 12:21:20;5min57s;1;V;5.643,27;5.649,28;Não;60,10;6,01;7.908,03;17min6s
 - ;WDOFUT;25/03/2021 12:33:09;25/03/2021 12:35:05;1min56s;1;V;5.646,27;5.640,26;Não;-60,10;-6,01;7.847,93;17min46s
 - ;WDOFUT;25/03/2021 12:41:52;25/03/2021 12:47:38;5min45s;1;C;5.655,29;5.649,28;Sim;-60,10;-6,01;7.787,84;8min43s
 - ;WDOFUT;25/03/2021 12:53:24;25/03/2021 12:56:42;3min18s;1;C;5.652,28;5.646,27;Sim;-60,10;-6,01;7.727,74;11min31s
 - ;WDOFUT;25/03/2021 13:02:23;25/03/2021 13:05:27;3min4s;1;V;5.646,27;5.640,26;Sim;-60,10;-6,01;7.667,64;8min59s
 - ;WDOFUT;25/03/2021 13:13:21;25/03/2021 13:17:43;4min21s;1;C;5.652,28;5.652,28;Não;0;0;7.667,64;10min58s
 - ;WDOFUT;25/03/2021 13:21:25;25/03/2021 13:25:04;3min38s;1;C;5.652,28;5.655,29;Não;30,05;3,00;7.697,69;8min3s
 - ;WDOFUT;25/03/2021 13:45:11;25/03/2021 13:53:28;8min16s;1;V;5.643,27;5.643,27;Sim;0;0;7.697,69;23min45s
 - ;WDOFUT;25/03/2021 14:03:01;25/03/2021 14:04:28;1min26s;1;C;5.655,29;5.649,28;Não;-60,10;-6,01;7.637,59;17min50s
 - ;WDOFUT;25/03/2021 14:05:54;25/03/2021 14:13:21;7min26s;1;C;5.652,28;5.649,28;Sim;-30,05;-3,01;7.607,54;2min53s
 - ;WDOFUT;25/03/2021 14:20:27;25/03/2021 14:35:25;14min58s;1;C;5.655,29;5.670,31;Não;150,25;15,02;7.757,78;14min32s
 - ;WDOFUT;25/03/2021 14:44:27;25/03/2021 14:51:10;6min42s;1;C;5.664,30;5.661,30;Não;-30,05;-3,00;7.727,74;23min59s
 - ;WDOFUT;25/03/2021 15:04:15;25/03/2021 15:04:48;33s;1;V;5.658,29;5.652,28;Sim;-60,10;-6,01;7.667,64;19min48s
 - ;WDOFUT;25/03/2021 15:17:10;25/03/2021 15:23:23;6min13s;1;V;5.661,30;5.655,29;Sim;-60,10;-6,01;7.607,54;12min55s
 - ;WDOFUT;25/03/2021 15:25:51;25/03/2021 15:46:50;20min58s;1;C;5.667,31;5.685,34;Não;180,30;18,03;7.787,84;8min41s
 - ;WDOFUT;25/03/2021 16:08:15;25/03/2021 16:15:44;7min28s;1;C;5.679,33;5.673,32;Não;-60,10;-6,01;7.727,74;42min23s
 - ;WDOFUT;25/03/2021 16:31:02;25/03/2021 16:51:58;20min56s;1;C;5.679,33;5.676,32;Sim;-30,05;-3,00;7.697,69;22min46s
 - ;WDOFUT;25/03/2021 17:16:46;25/03/2021 17:21:50;5min4s;1;V;5.670,31;5.664,30;Sim;-60,10;-6,01;7.637,59;45min44s
 - ;WDOFUT;26/03/2021 10:04:08;26/03/2021 10:04:42;34s;1;C;5.721,40;5.715,39;Não;-60,10;-6,01;7.577,49;16h47min22s
 - ;WDOFUT;26/03/2021 10:58:33;26/03/2021 11:10:41;12min8s;1;V;5.694,35;5.694,35;Sim;0;0;7.577,49;54min24s
 - ;WDOFUT;26/03/2021 11:15:26;26/03/2021 11:17:53;2min27s;1;V;5.697,36;5.691,35;Não;-60,10;-6,01;7.517,39;16min52s
 - ;WDOFUT;26/03/2021 11:42:07;26/03/2021 11:47:45;5min37s;1;C;5.712,38;5.718,39;Sim;60,10;6,01;7.577,49;26min41s
 - ;WDOFUT;26/03/2021 12:28:13;26/03/2021 12:32:52;4min39s;1;C;5.721,40;5.715,39;Não;-60,10;-6,01;7.517,39;46min5s
 - ;WDOFUT;26/03/2021 12:53:46;26/03/2021 13:01:55;8min8s;1;C;5.724,40;5.727,41;Não;30,05;3,01;7.547,44;25min33s
 - ;WDOFUT;26/03/2021 13:56:31;26/03/2021 14:18:12;21min40s;1;C;5.730,41;5.739,43;Não;90,15;9,01;7.637,59;1h2min44s
 - ;WDOFUT;26/03/2021 15:01:07;26/03/2021 15:13:22;12min15s;1;C;5.748,44;5.754,45;Não;60,10;6,01;7.697,69;1h4min35s
 - ;WDOFUT;29/03/2021 09:03:02;29/03/2021 09:03:56;54s;1;C;5.772,48;5.772,48;Não;0;0;7.697,69;2d18h
 - ;WDOFUT;29/03/2021 09:27:08;29/03/2021 09:32:52;5min44s;1;C;5.781,50;5.784,50;Não;30,05;3,00;7.727,74;24min5s
 - ;WDOFUT;29/03/2021 09:35:05;29/03/2021 09:50:06;15min;1;C;5.784,50;5.796,52;Não;120,20;12,02;7.847,93;7min57s
 - ;WDOFUT;29/03/2021 10:10:10;29/03/2021 10:18:45;8min35s;1;C;5.799,53;5.802,53;Não;30,05;3,00;7.877,98;35min4s
 - ;WDOFUT;29/03/2021 11:58:11;29/03/2021 12:09:31;11min20s;1;C;5.814,55;5.808,54;Não;-60,10;-6,01;7.817,89;1h48min
 - ;WDOFUT;29/03/2021 12:28:48;29/03/2021 12:42:43;13min55s;1;V;5.799,53;5.793,52;Sim;-60,10;-6,01;7.757,79;30min36s
 - ;WDOFUT;29/03/2021 12:45:41;29/03/2021 13:20:48;35min7s;1;V;5.772,48;5.793,52;Sim;210,35;21,03;7.968,13;16min53s
 - ;WDOFUT;29/03/2021 13:54:59;29/03/2021 13:57:06;2min7s;1;V;5.763,47;5.757,46;Não;-60,10;-6,01;7.908,03;1h9min17s
 - ;WDOFUT;29/03/2021 14:03:11;29/03/2021 14:06:58;3min46s;1;V;5.760,46;5.754,45;Não;-60,10;-6,01;7.847,94;8min12s
 - ;WDOFUT;29/03/2021 14:22:35;29/03/2021 14:28:07;5min32s;1;V;5.754,45;5.751,45;Não;-30,05;-3,00;7.817,89;19min23s
 - ;WDOFUT;29/03/2021 15:17:39;29/03/2021 15:47:49;30min10s;1;C;5.772,48;5.781,50;Sim;90,15;9,01;7.908,03;55min4s
 - ;WDOFUT;29/03/2021 16:53:17;29/03/2021 16:58:45;5min28s;1;V;5.775,49;5.772,48;Sim;-30,05;-3,00;7.877,99;1h35min37s
 - ;WDOFUT;29/03/2021 17:36:37;29/03/2021 17:46:20;9min43s;1;C;5.778,49;5.778,49;Não;0;0;7.877,99;43min19s
 - ;WDOFUT;30/03/2021 09:10:02;30/03/2021 09:11:01;58s;1;C;5.790,51;5.784,50;Não;-60,10;-6,01;7.817,89;15h33min25s
 - ;WDOFUT;30/03/2021 09:15:05;30/03/2021 09:19:47;4min41s;1;V;5.775,49;5.772,48;Sim;-30,05;-3,00;7.787,84;5min2s
 - ;WDOFUT;30/03/2021 09:25:20;30/03/2021 09:29:02;3min42s;1;C;5.787,51;5.784,50;Sim;-30,05;-3,01;7.757,79;10min14s
 - ;WDOFUT;30/03/2021 09:33:38;30/03/2021 09:36:23;2min45s;1;C;5.784,50;5.778,49;Sim;-60,10;-6,01;7.697,69;8min18s
 - ;WDOFUT;30/03/2021 09:36:23;30/03/2021 09:39:04;2min40s;1;V;5.784,50;5.778,49;Sim;-60,10;-6,01;7.637,59;2min45s
 - ;WDOFUT;30/03/2021 09:39:04;30/03/2021 09:39:33;28s;1;C;5.784,50;5.778,49;Não;-60,10;-6,01;7.577,49;2min40s
 - ;WDOFUT;30/03/2021 09:39:33;30/03/2021 09:40:46;1min13s;1;V;5.781,50;5.775,49;Não;-60,10;-6,01;7.517,39;29s
 - ;WDOFUT;30/03/2021 09:41:46;30/03/2021 09:45:30;3min43s;1;V;5.778,49;5.775,49;Sim;-30,05;-3,01;7.487,34;2min13s
 - ;WDOFUT;30/03/2021 09:50:40;30/03/2021 09:54:03;3min22s;1;C;5.787,51;5.784,50;Não;-30,05;-3,01;7.457,29;8min53s
 - ;WDOFUT;30/03/2021 09:58:23;30/03/2021 10:06:24;8min;1;C;5.787,51;5.784,50;Não;-30,05;-3,01;7.427,24;7min43s
 - ;WDOFUT;30/03/2021 10:17:00;30/03/2021 10:20:24;3min23s;1;V;5.778,49;5.775,49;Sim;-30,05;-3,01;7.397,19;18min36s
 - ;WDOFUT;30/03/2021 10:32:07;30/03/2021 10:36:48;4min41s;1;C;5.790,51;5.784,50;Não;-60,10;-6,01;7.337,10;15min6s
 - ;WDOFUT;30/03/2021 10:37:05;30/03/2021 10:38:43;1min38s;1;V;5.784,50;5.778,49;Sim;-60,10;-6,01;7.277,00;4min58s
 - ;WDOFUT;30/03/2021 10:39:02;30/03/2021 10:40:59;1min57s;1;V;5.778,49;5.778,49;Sim;0;0;7.277,00;1min56s
 - ;WDOFUT;30/03/2021 10:55:17;30/03/2021 10:56:53;1min36s;1;V;5.775,49;5.775,49;Não;0;0;7.277,00;16min15s
 - ;WDOFUT;30/03/2021 11:09:38;30/03/2021 11:12:03;2min25s;1;V;5.781,50;5.775,49;Sim;-60,10;-6,01;7.216,90;14min20s
 - ;WDOFUT;30/03/2021 11:14:42;30/03/2021 11:23:24;8min41s;1;V;5.778,49;5.775,49;Sim;-30,05;-3,01;7.186,85;5min4s
 - ;WDOFUT;30/03/2021 11:35:52;30/03/2021 11:40:15;4min23s;1;C;5.784,50;5.805,54;Sim;210,35;21,03;7.397,19;21min9s
 - ;WDOFUT;30/03/2021 11:59:00;30/03/2021 11:59:03;2s;1;V;5.769,48;5.781,50;Sim;120,20;12,02;7.517,39;23min7s
 - ;WDOFUT;30/03/2021 12:00:52;30/03/2021 12:12:03;11min11s;1;V;5.769,48;5.769,48;Não;0;0;7.517,39;1min51s
 - ;WDOFUT;30/03/2021 12:13:17;30/03/2021 12:19:57;6min40s;1;V;5.760,46;5.763,47;Não;30,05;3,00;7.547,44;12min25s
 - ;WDOFUT;30/03/2021 12:27:01;30/03/2021 12:35:03;8min1s;1;V;5.751,45;5.760,46;Não;90,15;9,01;7.637,59;13min44s
 - ;WDOFUT;30/03/2021 14:04:33;30/03/2021 14:07:44;3min10s;1;V;5.757,46;5.751,45;Não;-60,10;-6,01;7.577,49;1h37min32s
 - ;WDOFUT;30/03/2021 15:03:03;30/03/2021 15:11:21;8min17s;1;V;5.739,43;5.745,44;Não;60,10;6,01;7.637,59;58min29s
 - ;WDOFUT;30/03/2021 15:43:49;30/03/2021 15:44:06;17s;1;C;5.760,46;5.754,45;Sim;-60,10;-6,01;7.577,49;40min45s
 - ;WDOFUT;30/03/2021 15:59:47;30/03/2021 16:10:08;10min21s;1;C;5.760,46;5.760,46;Não;0;0;7.577,49;15min57s
 - ;WDOFUT;30/03/2021 16:29:36;30/03/2021 17:11:24;41min47s;1;C;5.760,46;5.766,47;Não;60,10;6,01;7.637,59;29min49s
 - ;WDOFUT;30/03/2021 17:14:58;30/03/2021 17:56:08;41min9s;1;C;5.769,48;5.784,50;Não;150,25;15,02;7.787,83;45min21s
 - ;WDOFUT;31/03/2021 09:35:29;31/03/2021 09:38:10;2min40s;1;C;5.766,00;5.766,00;Sim;0;0;7.787,83;16h20min31s
 - ;WDOFUT;31/03/2021 10:05:57;31/03/2021 10:12:38;6min40s;1;C;5.769,00;5.769,00;Não;0;0;7.787,83;30min28s
 - ;WDOFUT;31/03/2021 10:31:42;31/03/2021 10:43:20;11min38s;1;V;5.757,00;5.757,00;Sim;0;0;7.787,83;25min44s
 - ;WDOFUT;31/03/2021 15:21:57;31/03/2021 15:23:32;1min35s;1;V;5.676,00;5.670,00;Não;-60,00;-6,00;7.727,83;4h50min14s
 - ;WDOFUT;31/03/2021 15:34:48;31/03/2021 15:35:07;18s;1;C;5.685,00;5.679,00;Sim;-60,00;-6,00;7.667,83;12min51s
 - ;WDOFUT;31/03/2021 15:37:28;31/03/2021 15:39:56;2min28s;1;V;5.664,00;5.667,00;Não;30,00;3,00;7.697,83;2min39s
 - ;WDOFUT;31/03/2021 16:04:53;31/03/2021 16:38:06;33min13s;1;V;5.637,00;5.646,00;Não;90,00;9,00;7.787,83;27min25s
 - ;WDOFUT;31/03/2021 16:42:15;31/03/2021 16:46:32;4min17s;1;V;5.643,00;5.637,00;Não;-60,00;-6,00;7.727,83;37min21s
 - ;WDOFUT;31/03/2021 16:57:53;31/03/2021 17:02:22;4min29s;1;V;5.640,00;5.637,00;Não;-30,00;-3,00;7.697,83;15min38s
